device_id,customer_id,device_type,os,browser,ip_address,user_agent,first_seen_at,last_seen_at,created_at
1961bd4c-5da9-4fb9-87a5-997a51880b9d,1643094d-9826-44a6-a669-4f3f8dbe81e1,mobile,iOS 16,Edge/123.0,174.90.95.153,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/45.0.828.0 Safari/536.0",2026-09-10T06:24:08.085578+00:00,2026-09-10T06:24:08.085578+00:00,2026-09-10T06:24:08.085578+00:00
1ec5bdd4-ad64-46ee-85dd-7a2b990c4659,2774e089-a1d2-4505-9a8f-cb9237c386e5,desktop,Windows 10,Chrome/123.0,109.71.114.248,"Mozilla/5.0 (Linux; Android 3.2.6) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/40.0.857.0 Safari/533.2",2021-02-26T00:00:00+00:00,2023-05-21T00:00:00+00:00,2021-02-26T00:00:00+00:00
f6becfb2-d323-4721-a3d9-07b6cbca9ef8,bbdf144c-d117-46d5-8c0d-ea8b3448a247,mobile,iOS 17.4,Safari/17.3,222.146.44.241,Opera/9.57.(X11; Linux i686; kn-IN) Presto/2.9.170 Version/12.00,2023-02-12T00:00:00+00:00,2025-06-03T00:00:00+00:00,2023-02-12T00:00:00+00:00
efb25c2c-fd50-4910-93df-efe4bbd8938e,bbdf144c-d117-46d5-8c0d-ea8b3448a247,mobile,iOS 17.4,,191.172.198.62,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7498-01-04 12:32:34.617432 Firefox/11.0,2019-10-20T00:00:00+00:00,2022-10-25T00:00:00+00:00,2019-10-20T00:00:00+00:00
e4699b7f-c395-45bf-aa18-91017434d590,69bf8828-fc26-400b-aa8b-dafb816d6a1a,mobile,iOS 16,Chrome/122.0,178.65.207.211,Opera/9.99.(X11; Linux i686; th-TH) Presto/2.9.160 Version/10.00,2019-01-04T00:00:00+00:00,2020-02-04T00:00:00+00:00,2019-01-04T00:00:00+00:00
872c225e-6ff5-451f-ac63-7909426b7dee,69bf8828-fc26-400b-aa8b-dafb816d6a1a,mobile,iOS 16,,180.60.111.239,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/3.0),2021-02-06T00:00:00+00:00,2022-02-22T00:00:00+00:00,2021-02-06T00:00:00+00:00
4bf489d0-2482-4f15-b001-107d90a4a9a0,69bf8828-fc26-400b-aa8b-dafb816d6a1a,mobile,Android 14,Chrome/123.0,47.133.249.157,Mozilla/5.0 (Windows 98; Win 9x 4.90; es-UY; rv:1.9.0.20) Gecko/2743-02-23 03:53:03.767681 Firefox/3.8,2023-07-26T00:00:00+00:00,2024-10-03T00:00:00+00:00,2023-07-26T00:00:00+00:00
cd67c140-6ec3-4208-a7af-986ac3496f53,ccc6e826-9b3e-47ad-b6c0-03963208e490,mobile,Android 14,Safari/17.3,42.135.62.2,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/5.1),2022-07-02T00:00:00+00:00,2023-02-10T00:00:00+00:00,2022-07-02T00:00:00+00:00
7b5df454-c534-4496-a01d-03eea7c0d3ca,321284c4-02ec-48f1-a3a0-793be952b547,mobile,iOS 16,Chrome/123.0,25.206.160.195,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/24.0.816.0 Safari/532.1",2021-09-05T00:00:00+00:00,2024-05-25T00:00:00+00:00,2021-09-05T00:00:00+00:00
83094558-fe04-4a42-975c-87805b4847f2,e5f12547-81bc-4645-9fec-b09a62868b5e,desktop,Windows 11,Chrome/123.0,1.219.235.115,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/53.0.853.0 Safari/534.2",2021-12-05T00:00:00+00:00,2026-05-14T00:00:00+00:00,2021-12-05T00:00:00+00:00
376dc709-3b88-47e3-80e0-b8ea6ed5d8d3,4dd41b5e-cd91-41e6-bcdb-829b2d7c60c1,pos_terminal,POS OS 3.2,,109.240.172.60,,2021-08-27T00:00:00+00:00,2025-11-24T00:00:00+00:00,2021-08-27T00:00:00+00:00
838de9f3-d620-4907-8d77-d2d6e616d714,4dd41b5e-cd91-41e6-bcdb-829b2d7c60c1,mobile,iOS 16,,25.165.57.66,Opera/9.38.(X11; Linux x86_64; sat-IN) Presto/2.9.172 Version/11.00,2021-01-09T00:00:00+00:00,2025-06-29T00:00:00+00:00,2021-01-09T00:00:00+00:00
95d38217-186d-49c2-bb2e-fdd13ec6b0a2,2e3bb239-ab1a-484e-bee7-c187e3433b34,desktop,Windows 10,Chrome/123.0,94.81.107.248,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.0),2020-07-26T00:00:00+00:00,2023-05-10T00:00:00+00:00,2020-07-26T00:00:00+00:00
fa11390e-6187-4c0a-be72-e00feaa6d461,fd60bb05-030f-4e80-94f7-f2c00863c0d1,desktop,macOS 13,Edge/123.0,113.190.12.114,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_2 rv:6.0; hi-IN) AppleWebKit/535.13.7 (KHTML, like Gecko) Version/5.0 Safari/535.13.7",2022-07-30T00:00:00+00:00,2024-05-19T00:00:00+00:00,2022-07-30T00:00:00+00:00
9ce2d9d9-0cac-4606-9209-64b150efdc9c,fd60bb05-030f-4e80-94f7-f2c00863c0d1,desktop,macOS 13,,98.134.22.244,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_4 rv:4.0; en-SG) AppleWebKit/535.29.6 (KHTML, like Gecko) Version/5.0.3 Safari/535.29.6",2020-12-14T00:00:00+00:00,2025-10-01T00:00:00+00:00,2020-12-14T00:00:00+00:00
dc2ccc80-22e0-44b6-a27b-ec5ead8b6504,81fd6c36-d74d-4419-8321-4f35fbf37c39,desktop,Ubuntu 22.04,,8.32.125.78,Opera/8.88.(Windows 95; lv-LV) Presto/2.9.162 Version/12.00,2023-01-07T00:00:00+00:00,2025-11-05T00:00:00+00:00,2023-01-07T00:00:00+00:00
38fd8b56-0a2f-4b74-ae22-24d973023c2f,81fd6c36-d74d-4419-8321-4f35fbf37c39,mobile,Android 13,Edge/123.0,29.157.29.128,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ss-ZA) AppleWebKit/535.25.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B119 Safari/6535.25.4",2023-11-27T00:00:00+00:00,2025-03-19T00:00:00+00:00,2023-11-27T00:00:00+00:00
6b66e13b-30b1-44f6-8758-d6620e136d1b,c37a927b-abe0-4b22-93dc-a1542b1fc2ab,mobile,Android 14,Edge/123.0,7.123.20.38,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/11.5k9051.0 Mobile/55Y466 Safari/535.0",2019-08-05T00:00:00+00:00,2024-06-20T00:00:00+00:00,2019-08-05T00:00:00+00:00
63eba9db-a16c-4a4e-afda-e4406c160ad4,c37a927b-abe0-4b22-93dc-a1542b1fc2ab,tablet,iPadOS 16,,185.180.194.37,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/44.0.824.0 Safari/536.2",2023-04-19T00:00:00+00:00,2024-11-13T00:00:00+00:00,2023-04-19T00:00:00+00:00
44ee6cc6-fd85-40be-9d09-c1969e76cc86,b2ff8d07-517f-4865-b5cf-63bf9ffcbc21,desktop,Windows 10,,164.220.77.78,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_9 rv:4.0; be-BY) AppleWebKit/534.10.2 (KHTML, like Gecko) Version/4.1 Safari/534.10.2",2022-05-15T00:00:00+00:00,2022-09-24T00:00:00+00:00,2022-05-15T00:00:00+00:00
b747cac0-e832-41c0-855d-fc41195ad0d0,2b6c04c6-9f55-4bb0-9fb2-ecdeb337daf6,desktop,macOS 13,Firefox/125.0,59.189.248.12,"Mozilla/5.0 (iPad; CPU iPad OS 3_2_2 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/15.4d0758.0 Mobile/86E239 Safari/534.2",2021-06-13T00:00:00+00:00,2025-12-24T00:00:00+00:00,2021-06-13T00:00:00+00:00
26455b80-c476-414b-a5ed-0a66c812509e,4944051b-e726-4e23-a776-b886d534ee1d,mobile,Android 13,Edge/123.0,146.165.147.200,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.1),2020-01-21T00:00:00+00:00,2021-05-10T00:00:00+00:00,2020-01-21T00:00:00+00:00
59762a0d-c8d5-41da-976b-8f3efad901ff,c3d08178-1d05-4dbf-add1-0250f713a7f8,mobile,iOS 17,Chrome/123.0,108.119.129.53,"Mozilla/5.0 (iPad; CPU iPad OS 17_4_1 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) FxiOS/9.0e1043.0 Mobile/47T277 Safari/532.0",2022-04-23T00:00:00+00:00,2025-04-23T00:00:00+00:00,2022-04-23T00:00:00+00:00
a8c33482-a8ec-438c-b6bb-f5d4ef90fc29,ee96a38f-1339-48ad-94c3-5fcd4e71c76a,desktop,Windows 10,Firefox/125.0,218.52.101.217,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_1 rv:6.0; ti-ET) AppleWebKit/532.46.2 (KHTML, like Gecko) Version/5.0 Safari/532.46.2",2019-08-07T00:00:00+00:00,2024-01-12T00:00:00+00:00,2019-08-07T00:00:00+00:00
ad94f3ef-f648-4eac-9f58-ba91c005e86e,ee96a38f-1339-48ad-94c3-5fcd4e71c76a,mobile,iOS 16,,153.249.163.56,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/19.0.898.0 Safari/536.1",2021-07-22T00:00:00+00:00,2022-05-19T00:00:00+00:00,2021-07-22T00:00:00+00:00
b8903392-e56d-4243-9818-ec1849ac6163,03b522b5-5e7b-4a46-87af-61617ce456bb,desktop,Windows 11,Safari/17.4,146.239.211.99,"Mozilla/5.0 (Linux; Android 2.1) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/54.0.842.0 Safari/536.1",2022-11-11T00:00:00+00:00,2023-07-21T00:00:00+00:00,2022-11-11T00:00:00+00:00
c8e238d0-6aec-4a7a-a684-7b03d3a2961f,3887e814-0876-48b5-ac3f-6c13275ec353,mobile,iOS 16,,183.125.255.58,Opera/9.57.(X11; Linux x86_64; ky-KG) Presto/2.9.175 Version/12.00,2023-07-18T00:00:00+00:00,2025-05-30T00:00:00+00:00,2023-07-18T00:00:00+00:00
